category,title,review,rating,code
DVD,"Scrubs, saison 7","11 épisodes, et on attend impatiemment la saison suivante... qui sera la dernière !
 Toujours aussi amusant, dommage que ce ne soit pas plus connu.",5.0,0
DVD,"Scrubs, saison 6","S'il y a bien une série qui mérite des éloges, c'est bien Scrubs, on peut à la fois rire jusqu'aux larmes et avoir par moment la larme à l'oeil (surtout à la fin de chaque épisode), bref c'est une série qui vous donne des émotions intenses, les scénaristes arrivent à nous tenir en haleine entre chaque saison et la saison 6 n'y déroge pas, elle est tout simplement magnifique, on s'attache de plus en plus aux personnages et les 2nd roles ont pris de l'épaisseur, vivement la saison 7 qui est malheureusement (snif) la dernière. Merci SCRUBS pour ces moments inoubliables.",5.0,0
DVD,OSS 117 - Rio ne répond plus,"Prenez un acteur, pourtant bon, des auteurs peu inspirés mais très forts pour mettre en cause des époques et des personnes dont ils ignorent à peu près tout, ajouter quelques gags bien réchauffés (on dit ""clins d'oeil en termes"" techniques), des méchants carrément grotesques, le tout parsemés de scènes aussi longues qu'inintéressantes et vous obtenez un ""nanard"" bien insipide qui trouvera sa place dans une poubelle  avec ""Brice de Nice"" ""Les visisteurs II"" et ""Les Bronzés III"". Pourvu qu'il n'y ait pas de troisième opuscule!",1.0,0
DVD,De l'autre côté du lit,"que du bonheur, c'est un film superbe qui malgré son côté comique (c'est pour cela que nous l'avons acheté) est intéressant à regarder en famille, car ça remets tout le monde à sa place et la difficulté d'y rester",5.0,0
DVD,LoL (laughing out loud) ® [Blu-ray],"ILS EN ONT FAIT DE LA PUBLICITE AUTOUR DE CE FILM, MAIS C'EST D'UN NUL, LA JEUNESSE DU 16è ENTRE SEXE ET DROGUE... ARRETEZ JE VAIS PLEURER .... INCOMPARABLE AVEC LA BOUM ! RIEN ON LE REGARDE JUSQU'AU BOUT CAR ON A PAYE MAIS MIEUX REGARDER UN VIEUX FILM DANS SON CANAPE.",1.0,0
DVD,Michael Jackson's This is it - Edition simple,"...c'est déja une excellente nouvelle que Sony prévoit une date de sortie presque 8 mois avant que le DVD soit mis sur le marché, celà signifie qu'ils espérent encore être en vie à cette date. On peut les comprendre, à la vitesse à laquelle ils ont réussi à recycler un vieux best of sans interet en inédit immanquable pour tout fan qui se respecte et même si le pot au rose n'a pas forcément été aussi discret qu'espéré, il ne fait aucun doute qu'ils arriveront encore à attirer vers les têtes de gondoles des supermarchés les fans, dont le porte monnaie a déja été mis à rude épreuve l'année passée, qui ont déja forcément chérement payé leur place de ciné. 
 On évitera de relancer bétement la polémique selon laquelle Michael Jackson aurait été doublé pendant une grande partie des images tournées et de venir verser du sel sur les blessures causées par les critiques plutot acerbes recues jusqu'à maintenant par l'ultime apparition du KIng of Pop autoproclamé.
 En tous cas une chose est sure, on ne remerciera jamais assez Michael Jackson d'avoir disparu si tot permettant ainsi a sa maison de disque de survivre une année de plus en coma artificiel.
 RIP Michael",2.0,0
DVD,Bee movie - drôle d'abeille,"Un film sans  interet! J'ai essayé d'aller jusqu'au bout 2 fois, je n'ai pas réussi! Pourtant je suis fan de bonnes animations. Je ne me suis pas amusée du tout. Pour moi il ne merite qu'une étoile et encore...",1.0,0
DVD,"Arnaques, crimes et botanique","Une comédie incroyablement bien ficelée, avec un décor de mafia junkie anglaise à mourir de rire... Les personnages sont excellents et valent le détour, les dialogues en anglais sont fabuleux et la narration est, à mon sens, une véritable référence. Le terrible et le glauque sont toujours intelligemment désamorcés. Bref, ""Arnaques etc."" devrait faire partie de toute DVDthèque qui se respecte !",5.0,0
DVD,"Arnaques, crimes et botanique","Le concept est lancé et Guy Ritchie rejoint Danny Boyle au rang des réalisateurs britanniques les plus en vogue. Passé maître dans l'art du polar rythmé et plein de personnages improbables, Ritchie exécute ici son premier tour de magie, simple préfiguration du boulet de canon que sera Snatch. Le réalisateur se base toujours sur des concepts simples : tout le monde a besoin d'une grosse somme d'argent et donc comment faire tourner en orbite un pelletée de personnages plus fous, plus sadiques, plus idiots, plus farfelus et plus cruels les uns que les autres? Toute l'imagination foisonnante de ce metteur en scène un peu fêlé est portée à l'écran, dans un scénario aux petits oignons et une mise en image démentielle que l'on retrouvera dans Snatch. Rien de surréaliste à part la bêtise humaine et la cruauté des personnages. Comme il le fera dans Snatch, Guy Ritchie mettra en opposition des maffieux sadiques et impitoyables et des petites frappes et des petits dealers apparemment inoffensifs. Les plus faibles doivent de l'argent aux plus fort et bien évidemment stupidité s'allie souvent avec ruse. 
 Et tout le monde se coupe l'herbe sous le pied, c'est le cas de le dire! Les revirements de situation ne manquent pas et l'humour encore moins!
 Ce sera l'occasion de découvrir Jason Flemyng et Jason Statham, deux petits malfrats d'un gang de 4 qui n'en mène pas large, Vinnie Jones dans un rôle de casseur de concurrents et bon père de famille, Alan Ford en barman acariâtre, et tant d'autres acteurs surdoués que Guy Ritchie se fera un plaisir de réutiliser! 
 Inspiré de l'Arnaque, de Casino et des films excentriques de Danny Boyle, Arnaque Crimes et Botanique est un premier coup phénoménal!",5.0,0
DVD,Fight club - Édition Collector 2 DVD,"Tout simplement magnifique... Enfin un film qui sort de l'ordinaire et qui se démarque par le génie de son réalisateur, David Fincher (Seven) avec du très grand Brad Pitt et du magnifique Edward Norton. Sur fond de voix off du narrateur, cette ode à l'anarchie décrit le délire psychotique d'un type décidé bien malgré lui à changer de vie. Une oeuvre culte à regarder plusieurs fois pour encore mieux apprécier. A ne pas rater. L'édition dvd collector est elle aussi somptueuse avec un coffret tout à fait dans le ton du film. Je conseille également aux internautes qui verront le film de lire le livre de Chuck Palahniuk. Bon film...",5.0,0
DVD,Stanley Kubrick Collection : Barry Lyndon,"Ce film est exceptionnel de par bien des aspects, et en même temps se révèle assez déroutant, ce qui le rend encore plus intéressant. La qualité photographique vaut à elle seule le détour. La splendeur des images soutient même au cours du film des plans statiques qui pourraient dans un autre cas sembler trop long. A cette qualité s'ajoute la musique d'époque délivrée avec pertinence. Certaines scènes sans ou avec très peu de dialogue tiennent grâce à la musique parfaitement adaptée. Les dialogues subtils sont desservis par des acteurs extrèmement convaincants. Je suis par exemple à chaque fois frappé par la forte présence de Marisa Berenson, tout en regard et expression, malgré son peu de texte. Mais le plus intéressant du film est l'ambiguïté qui subsiste quant au ton du film. Certaines scènes du début fleurant la comédie et le burlesque ne servent que de tremplin à un scénario dramatique et à une vision très cinique. L'opposition volontaire entre certains commentaires de la voix-off et les images montrées simultanément ajoute à ce sentiment que non pas le film mais la société décrite joue sur un registre faux. De fait, ce film n'est pas tendre avec la société européenne du XVIIIe siècle. La lenteur apparente du scénario (la vie d'un homme) permet de mettre encore plus l'accent sur les brusques évènements qui changent totalement le destin du héros. J'ai toujours l'impression d'un certain détachement du réalisateur face à la vie de ce gentilhomme irlandais, comme si le réalisateur n'aurait été qu'un simple témoin de cette vie. Magnifique témoignage.",5.0,0
DVD,L'Etoffe des héros,"C'est quand meme bien de voir des films comme ca de temps en temps, action, frissons, emotions, le tout y est. Je cherchais ce film depuis des annees, l'ayant vu etant adolescente. J'avais aime revivre toute cette epoque, les pilotes casse-cou et les nouvelles audaces technologiques qui defiaient toute imagination pour l'epoque. On dira ce qu'on voudra, c'est toujours aussi prenant et magique. Pour ceux qui ont aime, essayez 'The dish' avec Sam Neill, qui raconte l'histoire de l'observatoire australien qui a relaye en direct les premiers pas de l'homme sur notre belle lune.",5.0,0
DVD,Blade Runner,"Il y  eut un ""avant"" et un ""après"" ""2001"". De même, il y eut une vision de l'avenir avant et après ""Blade Runner"". Dans tous les domaines en mouvement, bandes dessinées, jeux vidéos, design, illustrations, cinéma mais aussi en musique ou en architecture, ce film a servi de pilier à une nouvelle conception de la ville à venir. Bien sûr, Ridley Scott est un malin qui a su recycler dans son film une masse d'éléments existant tel l'aspect cauchemardesque des tours noirâtres hérité de ""Métropolis"", les souks mordorés et remuants de villes orientales captées dans les peintures de Gérôme, la froideur chirurgicale des environnements bardés de haute-technologie puisée chez Kubrick mais son grand mérite est d'avoir laissé tout çà acquérir sa propre cohérence, presque comme s'il ne contrôlait pas tout et que l'ensemble ,tout en lui échappant, poursuivait une existence autonome. Cet univers qui se développe, bien au-delà du film, peut-être est-ce ce qui nous fascine le plus dans cette oeuvre où l'on replonge sans cesse pour découvrir d'autres quartiers, d'autres échoppes, d'autres ruelles furtives aux mystères entre-aperçus ...",5.0,0
DVD,Jimmy Page &amp; Robert Plant : No Quarter - Unledded,"Le clip de ""Most high"" s'est égaré sur ce scandaleux reportage ! Le massacre de ""Black dog"" en bonus n'arrange rien ! Quand va-t-on se réveiller en Europe ? Pourquoi fuir au Maroc mélanger les cultures ? Que Plant et Page laissent Led Zeppelin là où il est ! S'ils ne sont plus capables de jouer leurs monstrueux morceaux de Seventies, qu'ils nous les laissent intacts ! ""Unledded"" porte bien son nom : il désintègre avec allégresse Led Zeppelin ! ""No Quarter"", c'est bien ce que la civilisation ennemie nous réserve...
 Les interviews de Page et Plant n'excusent rien. Où est le Pagey fringuant dans ce guitariste bouffi ? Et que fait Plant avec lui, incapable des vocalises ravageuses de ""Whole lotta love"" et ""Immigrant song"" ? Et surtout, où est John Bonham ? Quoi ? Il est mort ? Alors, il fallait appeler cet album ""Un Led Dead"" ! ! !
 Evidemment, ma chronique négative n'empêchera pas les ventes de ce DVD. Tout le monde met ""ça"" au pinacle. Personnellement, j'ai choisi le pilori. Ca t'gêne ? Moi, pas !
 Ozzbourne ne rend plus malade que lui-même, le fondateur du Dirigeable s'est crashé... RENDEZ-NOUS NOS SEVENTIES ! Vite.",1.0,0
DVD,Bienvenue chez les Ch'tis - Edition preCH'TIge 2 DVD,"Un film qui rend hommage à sa région, sans décrier celle dont on part. Un film d'amour entre mari et femme, mais aussi entre ""amis"", un film qui ne se moque de personne, mais qui met en valeur la chaleur humaine. On rit de bon coeur... mais sur le dos de personne. Bravo! on en redemmande... Mais attention: ne pas tomber dans le piège du ridicule des ""Visiteurs 2"".",5.0,0
DVD,"Grey's Anatomy , Saison 4 - Coffret 5 DVD","La saison 4 est beaucoup moins palpitante que la 3. 
 Les histoires de coeur en toile de fond s'essoufflent et tournent en rond,à ce sujet le dernier épisode fait plus penser aux feux de l'amour...lorsque des couples ""peu intéressants"" se forment avant le rideau final. Bref, on reste sur sa faim et c'est pas concluant, voire redondant !
 Quant aux personnages, Yang est cantonnée dans son role de première de la classe et en devient agaçante. 
 Le couple vainqueur évidemment a le mot de la fin...forcément et heureusement...!",2.0,0
DVD,Twilight : Chapitre 1 - Fascination [Blu-ray],"Autant le livre est passionnant, autant ce film est proche du navet. Les acteurs sont mauvais (mention spéciale pour l'actrice principale), les effets spéciaux sont ratés (qd le vampire court dans le forêt, c'est presque risible) et les doubleurs français font ce qu'ils peuvent pour sauver les dialogues du naufrage...
 Jetez vous sur le premier Tome de la série en livre, oubliez le film.",1.0,0
DVD,"2001, l'odyssée de l'espace [Blu-ray]","Même si le film date 1968 cela reste un film culte. Il y a maintenant quelques scènes ""Kitch"" mais la qualité du film en blu-ray est stupéfiante au vu de la date de celui-ci. pour ceux qui veulent de belles images, se poser beaucoup de questions mais sans avoir forcement les réponses dans le film ...",5.0,0
DVD,"Desperate Housewives : Saison 3, Partie 2 - Coffret 3 DVD","Pour faire bref, je dirai que cette deuxième partie relance un peu cette saison qui avait tendance à se répéter et à ne rien apporter de nouveau.
 Deux ou trois rebondissements lors du dernier épisode devraient inciter les acheteurs à se précipiter sur la saison 4 (en particulier à cause d'Eddie et de Lynette)",5.0,0
DVD,"How I met your mother, saison 3","J'aimerai savoir pourquoi tout le monde trouve cette série drôle voire hilarante, c'est vraiment n'importe quoi, faut vraiment chercher les passages humoristiques, c'est nul, les répliques nazes de chez nazes, plusieurs comparent cette série à FRIENDS? Quel honte, ça n'arrive même pas et ça n'arrivera jamais à la cheville de Friends. J'ai déposé une critiques sur Fnac et on m'a répondu que c'était trop intello pour moi, hors je ne vois pas en quoi c'est intello. En voilà des séries vraiment comiques où on rigole presque toutes les dix secondes: Friends bien sûr, Mariés deux enfants, will &amp; grace, ce que j'aime chez toi ou encore une nounou d'enfer et Malcolm. Je trouve incroyable que TOUT LE MONDE trouve cette série géniale alors que pas du tout, faudra un spécialiste des séries comiques pour m'expliquer, et même je ne crois pas que ce sera assez.",1.0,0
DVD,Le Maître de musique,"C'est l'histoire d'un ""José Van Dam"" qui décide de stopper brusquement sa carrière pour ouvrir une école de chant pour une seule élève, mignonne, bien sûr. Dans la rue, il entend un voleur à la sauvette qu'il va former. Les voix sont belles, (Van Dam n'est pas mon préféré, je trouve sa gloire un peu surfaite, d'autant que la nouvelle génération est épatante),costumes, décors aussi,mais l'histoire un peu indigente (que de clichés), et les acteurs exécrables! Surtout Anne Roussel, navrante! Alors, prenez un dvd de Cécilia Bartoli en spectacle si vous aimez l'opéra, Ou mieux, un concerto pour viole de gambe dans l'église de votre ville, et là, même si la qualité est moyenne, le charme et l'émotion seront au rendez-vous.",2.0,0
DVD,Calle 54,"ce voyage est une merveille d'intelligence et de sensibilité. l'occasion de découvir ou de revoir des musiciens d'exeption qui donnent ici le ""best"" de leurs talents filmé par un amoureux transis de la musqieu latino
 à quand le numéro 2 ?",5.0,0
DVD,Coup de foudre à Bollywood,"Amateur de Jane Austen s'abstenir ,ce film n'a vraiment rien à voir avec le livre en dehors de l'intrigue vaguement commune Ce film est plutot intéressant pour voir une production made in ""bollywood"" et dans ce style ""joue là comme Beckham"" est beaucoup mieux .Il n'en reste pas moins un certain exotisme dans les danses ,les costumes colorés et chatoyants,le tout animé par la ravissante actrice n°1 là-bas : aishwaria  Rai . A voir si l'on a rien d'autre à faire.",2.0,0
DVD,"Verdi - Don Carlos (Original French Version) / Pappano, Alagna, Hampson, Theatre du Chatelet [Import Zone 1]","Don Carlos est un opéra magnifique, la distribution est excellente Cet enregistrement  réussi à faire passer entre autres l'émotion de Carlos à la mort de Rodrigue. Trois heures trente de pur plaisir, Verdi est grand.",5.0,0
DVD,17 ans encore,"Voici un super navet, un teen movie americain consternant, à l'humour navrant et aux relents douteux. Dans le role principal, Zac Efron, le bellatre sorti de la daube du siècle (High school musical), gendre idéal et nouvelle poule aux oeufs d'or des producteurs, parfait produits d'appel pour les midinettes de 13 ans et leur mamans . Le film dont le theme aurait pu donner lieu à des situations droles est au contraire lourd au possible, jamais drole, le comble pour une comedie, et de surcroit il véhicule une idéologie nauséabonde , ringarde et puritaine (pronant par exemple l'abstinence avant le mariage , disant que les homos sont perturbés etc). Que de bonnes raisons de fuir à toutes jambes ce navet.",1.0,0
DVD,Camp Rock,"...cela donne ce un bon gros navet signé Disney  pour surfer sur l'effet High school musical.Les recettes simplistes sont les memes: filmé comme un long clip,scenario a l'eau de rose qui tient sur un ticket de metro, musique tendance pop bubble gum, pour ""acteurs"" des stars pour adolescentes, ici les Jonas Brothers, bref tout bien formaté pour les tres jeunes et leurs meres..Tout ca sent le rechauffé a plein né,alors reservez votre carte bleue; des produits culturels intelligents pour ados ca existe, enfin c'est vrai qu'il faut chercher un peu quand meme! Encore une fois Disney, symbole de l'imperialisme culturel americain dans ce qu'il a de pire et fer de lance de l'horripilant ""bien pensant"" cinematographique aura fait tres fort, allant jusqu'a s'autoparodier bien involontairement..Et avouons le , les mots ""Disney"" et ""Rock"" ensemble, ca sonne bizarre non,un peu comme Star Ac et chanson francaise ou Taxi 4 et cinema.....",1.0,0
DVD,Le temps des gitans - Edition Collector 2 DVD,"Le temps des gitans d'Emir Kusturica fait preuve d'un grand realisme social et de fantaisie douce. Cette oeuvre joyeuse et poetique sur fonds d'univers insolite vous enchantera, la musique de Goran Bregovic est tout simplement remarquable.
 enfin une belle histoire d'amour, c'est le temps des gitans, un pur chef-d'oeuvre....merci  monsieur Kusturica  pour ce grand moment de bonheur !",5.0,0
DVD,Docteur House : L'intégrale de la saison 4 - Coffret 5 DVD - Edition française,"Plus scandaleux que le Dr House lui-même est le prix de ce coffret. On sait que la saison 4 a été interrompue par la grève des scénaristes d'Hollywood et l'éditeur peut répartir les épisodes sur 5 DVD, cela ne justifie pas la vente au prix d'une saison normale. Non mais ! Je veux bien que tout le monde mente (dixit Gregory House), mais quand même.",1.0,0
DVD,Kaamelott : Livre II - Coffret 3 DVD,"On se demande qui est le plus sain d'esprit à Kaamelott... Ils ont tous une case en moins, mais c'est un vrai régal. Les sketches sont toujours très drôles et percutants. Il faut aussi remercier les décorateurs et costumiers oeuvrant à Kaamelott, sans eux (ou elles), cela ne serait pas le même Kaamelott... À ne pas rater.",5.0,0
